56090.8962	-1.52	0.2
56105.7620	0.80	0.2
56165.7746	-2.76	0.3
56165.9388	-5.14	0.2
56166.8804	-2.60	0.3
56173.9038	8.43	0.5
56402.8560	0.83	0.2
56424.8649	3.74	0.3
56444.9079	50.06	0.2
56456.9504	17.79	0.2
56537.6859	-3.85	0.3
56544.6113	-3.19	0.2
56570.7522	49.07	0.2
56598.6598	-3.00	0.40
56769.9847	27.30	0.2
56823.9240	50.95	0.2
56944.6517	40.25	0.2
56946.5453	46.46	0.3
56954.5395	44.10	0.3
56958.6213	31.29	0.2
56959.6890	25.64	0.2
56962.5366	20.33	0.3
