5.640281109999999899e+04 -1.073199999999999932e+02 2.000000000000000042e-02
5.642481769999999960e+04 -8.334000000000000341e+01 2.000000000000000042e-02
5.644481369999999879e+04 -8.409000000000000341e+01 2.000000000000000042e-02
5.645684999999999854e+04 -9.059000000000000341e+01 2.000000000000000042e-02
5.648181670000000304e+04 -1.168499999999999943e+02 2.999999999999999889e-02
5.653072839999999997e+04 -9.528000000000000114e+01 2.000000000000000042e-02
5.654460210000000370e+04 -8.360999999999999943e+01 2.000000000000000042e-02
5.657056730000000243e+04 -8.659000000000000341e+01 2.000000000000000042e-02
5.657460990000000311e+04 -8.996999999999999886e+01 2.999999999999999889e-02
5.659859979999999632e+04 -1.137699999999999960e+02 2.000000000000000042e-02
5.679175020000000222e+04 -8.201000000000000512e+01 2.999999999999999889e-02
5.680095139999999810e+04 -8.226000000000000512e+01 2.000000000000000042e-02
5.681391619999999966e+04 -8.770000000000000284e+01 2.000000000000000042e-02
5.682382099999999627e+04 -9.576999999999999602e+01 2.000000000000000042e-02
5.686569509999999718e+04 -1.303400000000000034e+02 2.000000000000000042e-02
5.694466330000000016e+04 -9.746999999999999886e+01 2.000000000000000042e-02
5.694666330000000016e+04 -9.971999999999999886e+01 2.000000000000000042e-02
5.695455000000000291e+04 -1.065999999999999943e+02 2.000000000000000042e-02
5.695854239999999845e+04 -1.111500000000000057e+02 2.000000000000000042e-02
5.696263990000000194e+04 -1.172699999999999960e+02 2.000000000000000042e-02
5.711999579999999696e+04 -1.137699999999999960e+02 2.000000000000000042e-02
