5.609089620000000286e+04 -1.520000000000000018e+00 9.000000000000000222e-01
5.610576200000000244e+04 8.000000000000000444e-01 9.000000000000000222e-01
5.616577459999999701e+04 -2.759999999999999787e+00 9.100000000000000311e-01
5.616593880000000354e+04 -5.139999999999999680e+00 9.000000000000000222e-01
5.616688040000000183e+04 -2.600000000000000089e+00 9.100000000000000311e-01
5.617390380000000005e+04 8.429999999999999716e+00 9.300000000000000488e-01
5.640285599999999977e+04 8.299999999999999600e-01 9.000000000000000222e-01
5.642486490000000049e+04 3.740000000000000213e+00 9.100000000000000311e-01
5.644490789999999834e+04 5.006000000000000227e+01 9.000000000000000222e-01
5.645695040000000154e+04 1.778999999999999915e+01 9.000000000000000222e-01
5.653768589999999676e+04 -3.850000000000000089e+00 9.100000000000000311e-01
5.654461129999999685e+04 -3.189999999999999947e+00 9.000000000000000222e-01
5.657075220000000263e+04 4.907000000000000028e+01 9.000000000000000222e-01
5.659865980000000127e+04 -3.000000000000000000e+00 1.280000000000000027e+00
5.676998470000000088e+04 2.730000000000000071e+01 9.000000000000000222e-01
5.682392399999999907e+04 5.095000000000000284e+01 9.000000000000000222e-01
5.694465170000000217e+04 4.025000000000000000e+01 9.000000000000000222e-01
5.694654529999999795e+04 4.646000000000000085e+01 9.100000000000000311e-01
5.695453949999999895e+04 4.410000000000000142e+01 9.100000000000000311e-01
5.695862129999999888e+04 3.128999999999999915e+01 9.000000000000000222e-01
5.695968899999999849e+04 2.564000000000000057e+01 9.000000000000000222e-01
5.696253659999999945e+04 2.032999999999999829e+01 9.100000000000000311e-01
