5.839347123447913327e+04 1.007284697497190606e+01 5.151758140000000513e-02
5.839544115485294606e+04 1.586978692534430557e+01 3.981276980000001547e-02
5.910649878705215815e+04 4.196908084723248322e+01 4.872027430000001186e-02
5.907866868341636291e+04 -7.482084407779730384e+00 4.930426520000000951e-02
5.838647873716407776e+04 -3.518222017951913028e+00 3.544216630000001506e-02
5.839248014447469905e+04 7.447762704708475567e+00 3.164338740000000733e-02
5.838555207089317264e+04 -4.621802453444740166e+00 3.548325030000001185e-02
5.842638575837104872e+04 6.349904867684480481e-01 5.052061210000000774e-02
5.910144719178860396e+04 4.518658275542478719e+01 4.466478480000001666e-02
5.839538852226941526e+04 1.566729051341054557e+01 6.254738750000000957e-02
5.942942027345966926e+04 2.348114300343137018e+01 3.772095650000000661e-02
5.842842866286540084e+04 -2.100489098185716941e+00 8.581243800000002558e-03
5.845932105898431473e+04 1.754721529295085247e+01 4.261403690000000605e-02
5.840748963498530065e+04 4.586567649035024630e+01 4.693128210000001993e-02
5.910253186570948310e+04 4.621808902970612820e+01 4.343455420000000983e-02
5.839639278393558925e+04 1.895343191465232380e+01 4.270124270000000971e-02
5.845433717404936760e+04 4.112509958859204673e+00 4.712312870000000958e-02
5.842942195533539780e+04 -3.254617503337077000e+00 3.381466340000000709e-02
5.843733883755007264e+04 -8.627278733515936437e+00 3.871867470000000394e-02
5.839155685411277227e+04 5.324613128454032562e+00 3.653520639999999903e-02
5.844634171259877621e+04 -6.894061821188807393e+00 5.467118430000001555e-02
