5.910649878705215815e+04 -3.489128489924050314e+01 5.328100000000000058e-01
5.907866868341636291e+04 4.222252746552496916e+01 4.293600000000000194e-01
5.838647873716407776e+04 3.539901752499903864e+01 4.516800000000000259e-01
5.839248014447469905e+04 1.792991502340774446e+01 5.038099999999999801e-01
5.838555207089317264e+04 3.537869668358780473e+01 5.935700000000000420e-01
5.842638575837104872e+04 2.962616598708649462e+01 5.873800000000000132e-01
5.910144719178860396e+04 -3.905999657045257578e+01 4.948199999999999821e-01
5.942942027345966926e+04 -5.612432546882683226e+00 5.475600000000000467e-01
5.842842866286540084e+04 3.296864964639941320e+01 4.684099999999999930e-01
5.840748963498530065e+04 -3.973853535910227208e+01 1.178770000000000095e+00
5.910253186570948310e+04 -4.170576719091801010e+01 3.511900000000000022e-01
5.845433717404936760e+04 2.356902276842178168e+01 4.404600000000000182e-01
5.842942195533539780e+04 3.394210551718134639e+01 6.967499999999999805e-01
5.843733883755007264e+04 4.383571789064026802e+01 6.377800000000000136e-01
5.839155685411277227e+04 2.231079268609274990e+01 6.458800000000000097e-01
5.844634171259877621e+04 4.060000339721217699e+01 1.611459999999999892e+00
